,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
28,0.035557794570922854,0.0008980360601914232,0.0016073226928710938,2.2281922330688254e-05,15,1,5,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.5415071783578451,0.5700979538993481,0.4680876491928688,0.47952979172869453,0.6059616675035313,0.5330368481364576,0.05262072759471357,20,0.9714908122128193,0.9656874387429634,0.9727909988632553,0.9728060580263482,0.9799997020495823,0.9725550019789937,0.004557152783671451
29,0.03555550575256348,0.0011889075981995568,0.0016250133514404297,2.122777060692938e-05,15,1,10,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.5053950584227495,0.5586334612249554,0.47892508245532167,0.46092708994338977,0.6119897541381011,0.5231740892369035,0.055307046300670716,31,0.927024391910787,0.9171917437240269,0.9484262121543087,0.930097005918912,0.9126197669224105,0.9270718241260891,0.012422896674480183
30,0.03583450317382812,0.005395288127574443,0.001531696319580078,0.00015650552467484324,15,2,2,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5322395836388861,0.5994149194122841,0.49313302158331423,0.4519788506792427,0.6256856703965138,0.5404904091420482,0.0646148972144817,13,0.9538575478106643,0.9480165683535416,0.9536083039606383,0.9437961590567144,0.9480165683535416,0.9494590295070202,0.0038155715654270258
31,0.028204965591430663,0.0010362598901698281,0.0011971473693847656,4.554466377796722e-05,15,2,5,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.528319937608735,0.5830951894845301,0.48092379321521334,0.5013109978529917,0.6028580008298084,0.5393015837982558,0.046752851574524065,17,0.9358124485068886,0.9352279958520731,0.9448171614767801,0.9423040609572727,0.9437961590567144,0.9403915651699458,0.0040611712560736845
32,0.02787466049194336,0.0010609027374137814,0.0012081623077392577,5.898065097864091e-05,15,2,10,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.518685036741231,0.5999490046367919,0.49583333333333335,0.5127754905273845,0.5777017033969172,0.5409889137271315,0.04038962209123605,12,0.8932730146130436,0.8842653708075534,0.9128681505855294,0.9012413530602993,0.8901331815261431,0.8963562141185137,0.009908878586174561
33,0.026013517379760744,0.0015802731305830128,0.0011601924896240234,8.543684456839291e-05,15,4,2,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5030625164180259,0.5885115019487422,0.553125,0.48937872312838687,0.5885115019487422,0.5445178486887794,0.04172249716700388,8,0.8624699983198223,0.8880352406927178,0.9117071879845867,0.8758348973602733,0.8942397355790289,0.8864574119872858,0.016666368070334156
34,0.028514766693115236,0.002838006863512843,0.0012817859649658203,0.00016510705395567473,15,4,5,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.5037754637351587,0.5825090745511257,0.5590929766924082,0.5123346547037056,0.6020148601435488,0.5519454059651895,0.03842272972185606,2,0.8624699983198223,0.8880352406927178,0.9103237926649493,0.8731624160303254,0.8942397355790289,0.8856462366573687,0.016622401363411463
35,0.03282432556152344,0.0017235437911707185,0.0016323089599609374,2.2379670178966752e-05,15,4,10,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.5198864858204436,0.5770739992606925,0.5481826469436486,0.5001439452972025,0.6119897541381011,0.5514553662920176,0.0399021134722275,3,0.8560110114297297,0.8736215507961839,0.9000285299202884,0.8648051500017049,0.8742116786739721,0.8737355841643758,0.01473412229536629
36,0.03483991622924805,0.00282976623081223,0.001554250717163086,0.00019838402952180087,20,1,2,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.5677622905146916,0.5633585066523304,0.4398239670040953,0.5060480768510598,0.6447916666666667,0.5443569015377687,0.06839695275037616,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37,0.03147058486938477,0.0051751719552089745,0.0012828350067138673,0.0002022766943167083,20,1,5,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.5343749921296925,0.5863954716083737,0.47642210483773945,0.43376122158539177,0.6187521702392743,0.5299411920800944,0.06813077648925471,26,0.9714908122128193,0.9671034925155768,0.9728060580263482,0.9770833333333333,0.9785842853613351,0.9734135962898826,0.004100892742632696
38,0.034355783462524415,0.004560360286448656,0.0013747692108154296,0.0002123416098377068,20,1,10,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.49397956428999734,0.5645833333333333,0.4963904801382978,0.44897017655002686,0.5830951894845301,0.517403748759237,0.04942607058354306,36,0.9212146448643168,0.9188108975309975,0.9484262121543087,0.9286338862598525,0.9126197669224105,0.9259410815463772,0.012356928799617332
39,0.03331212997436524,0.0029725110719384835,0.0015345096588134765,0.00017994304211875947,20,2,2,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5042839731553992,0.5716619504750294,0.463408200926304,0.47291666666666665,0.6327957448243018,0.5290133072095402,0.06426835013136904,27,0.9538575478106643,0.9451603146554072,0.9536083039606383,0.9476747333151756,0.9493830388740928,0.9499367877231956,0.0033790712938713535
40,0.029146814346313478,0.005285928327946815,0.0013875007629394532,0.0002920042913651873,20,2,5,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.5602069690042095,0.5765205995736205,0.4560199698161541,0.47838201250420626,0.6037786221489814,0.5349816346094344,0.05750354828968674,18,0.9370067097498185,0.9379572036141202,0.9448171614767801,0.9462982488646444,0.9465265800590996,0.9425211807528926,0.004167019855350386
41,0.031156444549560548,0.006919558437581153,0.0013275146484375,0.00025787188632426676,20,2,10,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.4928701383720465,0.5555582513737215,0.48702209326032786,0.47838201250420626,0.5830951894845301,0.5193855369989665,0.04195028715284268,33,0.8905232965472648,0.8800637640066384,0.9130104361915345,0.9038113974350545,0.8901331815261431,0.8955084151413271,0.011554583924129542
42,0.031315183639526366,0.008334590631129991,0.0013477325439453125,0.0003294356220420407,20,4,2,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5024140768003459,0.5885115019487422,0.5548430029027945,0.5247353077336568,0.5830951894845301,0.5507198157740139,0.03317232616147142,4,0.8624699983198223,0.8881727466141216,0.9103237926649493,0.8805794849440418,0.8942397355790289,0.8871571516243927,0.015751881938364038
43,0.030371379852294923,0.0028690661437223196,0.0014252185821533204,0.00025712381627478924,20,4,5,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.49162927740852536,0.5945284284940306,0.553125,0.5024140768003459,0.6059616675035313,0.5495316900412867,0.04646443708999585,5,0.8624699983198223,0.8881727466141216,0.9103237926649493,0.8805794849440418,0.8942397355790289,0.8871571516243927,0.015751881938364038
44,0.02316908836364746,0.003774008712691655,0.0010192394256591797,0.00024679421032277606,20,4,10,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.5084489831323938,0.5777017033969172,0.5427614911965432,0.48937872312838687,0.5830951894845301,0.5402772180677542,0.03699685315691671,14,0.8562324344865183,0.8736215507961839,0.8973240745260858,0.8722586508692773,0.8742116786739721,0.8747296778704075,0.013116836632796848
