,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
64,0.06259493827819824,0.013170616170319649,0.0011327743530273437,0.00023706113621442534,10.0,l1,saga,"{'C': 10, 'penalty': 'l1', 'solver': 'saga'}",0.4938457142385917,0.41079191812887456,0.4088228095128133,0.4606518033833634,0.4277075206223069,0.44036395317718996,0.03256203285358255,23,0.46590776842130865,0.49558911302450204,0.4909719342645202,0.48474809549509806,0.5169108268075756,0.49082554760260094,0.016498399432864012
65,0.010164451599121094,0.005859180840085457,0.0010864734649658203,0.000101327054637332,10.0,l2,newton-cg,"{'C': 10, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5476404203728243,0.4928701383720465,0.46204900038030233,0.5084489831323938,0.497696251667488,0.501740958785011,0.0276487281340859,8,0.5513694298498685,0.5667064672723272,0.5674544106791412,0.5740280452393519,0.5514944848641086,0.5622105675809594,0.009162188371548231
66,0.015137672424316406,0.004510369708042234,0.0014874458312988282,0.00032280693708728323,10.0,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.553125,0.5094144942820528,0.47838201250420626,0.497696251667488,0.47952979172869453,0.5036295100364883,0.027337540776304018,6,0.5433972030217706,0.5624853251134307,0.5716619504750294,0.5770688524276166,0.5602287114655289,0.5629684085006753,0.011534050323261153
67,0.022165822982788085,0.0036451606190364043,0.002309894561767578,0.001379135073346451,10.0,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.5536262797349568,0.4928701383720465,0.46204900038030233,0.5084489831323938,0.497696251667488,0.5029381306574375,0.02966621206264815,7,0.5513694298498685,0.5667064672723272,0.5647601069701732,0.5740280452393519,0.5503060631036726,0.5614340224870787,0.009193458827652127
68,0.05006961822509766,0.009341421614073236,0.0011728763580322265,0.00028750099967788897,10.0,l2,sag,"{'C': 10, 'penalty': 'l2', 'solver': 'sag'}",0.5286260914431442,0.4472147992386359,0.4193344887896443,0.4887196529962819,0.4398239670040953,0.4647437998943603,0.03910513566211158,14,0.4909078840963649,0.5034109267910186,0.5116374456751513,0.5093530497676868,0.517875611828965,0.5066369836318374,0.009126887909810212
69,0.05412931442260742,0.015918973456654363,0.0011020660400390624,0.00022373835643234148,10.0,l2,saga,"{'C': 10, 'penalty': 'l2', 'solver': 'saga'}",0.4938457142385917,0.41079191812887456,0.40791696558002527,0.4606518033833634,0.4277075206223069,0.44018278439063235,0.032739056393294365,24,0.46590776842130865,0.49977566127804274,0.4908174464914565,0.4817126728017984,0.5167222599352363,0.49098716178556856,0.01705610694626805
70,0.00020389556884765626,4.570811866350611e-05,0.0,0.0,10.0,elasticnet,newton-cg,"{'C': 10, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.00021963119506835939,4.060609285758362e-05,0.0,0.0,10.0,elasticnet,lbfgs,"{'C': 10, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.00023088455200195312,4.605086794561491e-05,0.0,0.0,10.0,elasticnet,liblinear,"{'C': 10, 'penalty': 'elasticnet', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.00020132064819335937,1.5716541160653307e-05,0.0,0.0,10.0,elasticnet,sag,"{'C': 10, 'penalty': 'elasticnet', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.00020031929016113282,1.9011037637752315e-05,0.0,0.0,10.0,elasticnet,saga,"{'C': 10, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.00016508102416992187,7.843355253201328e-06,0.0,0.0,10.0,none,newton-cg,"{'C': 10, 'penalty': 'none', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.00027713775634765627,0.00020618378068338935,0.0,0.0,10.0,none,lbfgs,"{'C': 10, 'penalty': 'none', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.00032052993774414065,0.0002235106518039229,0.0,0.0,10.0,none,liblinear,"{'C': 10, 'penalty': 'none', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0003094673156738281,0.00027165505390836745,0.0,0.0,10.0,none,sag,"{'C': 10, 'penalty': 'none', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.00028929710388183596,0.00023534039862223134,0.0,0.0,10.0,none,saga,"{'C': 10, 'penalty': 'none', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.00020503997802734375,5.585369315617166e-05,0.0,0.0,100.0,l1,newton-cg,"{'C': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0002193450927734375,2.322299767006409e-05,0.0,0.0,100.0,l1,lbfgs,"{'C': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.05924868583679199,0.015291677957948268,0.001401233673095703,0.00018448911609009137,100.0,l1,liblinear,"{'C': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.5586334612249554,0.5094144942820528,0.48557397775629435,0.5212901723170247,0.5319843024086719,0.5213792815977998,0.02418894055244632,1,0.5546140559369467,0.5700006501514788,0.5808998517399742,0.5850936990683419,0.5572121468184019,0.5695640807430287,0.012214195476201452
83,0.000270843505859375,4.239106473221091e-05,0.0,0.0,100.0,l1,sag,"{'C': 100, 'penalty': 'l1', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
